Case,Activity,Timestamp,Resource,label,Aug,augmented_activity,semantic_reason,resource,case,diagnose
2771451.0,generate publication document decision environmental permit,2010-12-06 09:03:59.000,560890.0,deviant,0,,,,,
2771451.0,enter date publication decision environmental permit,2010-12-14 23:00:00.000,560890.0,deviant,0,,,,,
2782209.0,register submission date request,2010-10-05 22:00:00.000,560925.0,regular,0,,,,,
2782209.0,phase application received,2010-10-12 07:54:56.000,560925.0,regular,0,,,,,
2782209.0,reception through OLO,2010-10-12 07:56:10.000,560925.0,regular,0,,,,,
2782209.0,send confirmation receipt,2010-10-12 07:56:10.000,560925.0,regular,0,,,,,
2782209.0,send confirmation receipt,2010-10-12 07:56:10.000,560925.0,regular,1,forward to the competent authority,Random swap,,,
2782209.0,forward to the competent authority,2010-10-12 07:56:15.000,560925.0,regular,0,,,,,
2782209.0,forward to the competent authority,2010-10-12 07:56:15.000,560925.0,regular,1,send confirmation receipt,Random swap,,,
2782209.0,regular procedure without MER,2010-10-12 07:56:28.000,560925.0,regular,0,,,,,
2782209.0,enter senddate procedure confirmation,2010-10-17 22:00:00.000,560912.0,regular,0,,,,,
2782209.0,send procedure confirmation,2010-10-18 13:56:37.000,560912.0,regular,0,,,,,
2782209.0,applicant is stakeholder,2010-10-18 13:56:54.000,560912.0,regular,0,,,,,
2782209.0,inform BAG administrator,2010-10-18 13:56:54.000,560912.0,regular,0,,,,,
2782209.0,registrer date of publishing received request,2010-10-18 13:57:23.000,560912.0,regular,0,,,,,
2782209.0,registrer date of publishing received request,2010-10-18 13:57:23.000,560912.0,regular,1,registrer date of publishing received request,Random swap,,,
2782209.0,registrer date of publishing received request,2010-10-26 22:00:00.000,560912.0,regular,0,,,,,
2782209.0,registrer date of publishing received request,2010-10-26 22:00:00.000,560912.0,regular,1,registrer date of publishing received request,Random swap,,,
2782209.0,treat subcases completeness,2010-11-15 08:03:28.000,560890.0,regular,0,,,,,
2782209.0,WAW permit aspect,2010-11-15 08:04:27.000,560890.0,regular,0,,,,,
2782209.0,terminate on request,2010-11-15 08:04:43.000,560890.0,regular,0,,,,,
2782209.0,terminate on request,2010-11-15 08:04:43.000,560890.0,regular,1,terminate on request,Random delete (for augmentation only),,,
2782209.0,extend procedure term,2010-11-15 08:05:04.000,560890.0,regular,0,,,,,
2782209.0,extend procedure term,2010-11-15 08:05:04.000,560890.0,regular,1,subcases completeness completed,Random swap,,,
2782209.0,subcases completeness completed,2010-11-15 08:20:23.000,560890.0,regular,0,,,,,
2782209.0,subcases completeness completed,2010-11-15 08:20:23.000,560890.0,regular,1,extend procedure term,Random swap,,,
2782209.0,activities regular procedure,2010-11-15 10:47:28.000,560890.0,regular,0,,,,,
2782209.0,procedure change,2010-11-15 10:47:28.000,560890.0,regular,0,,,,,
2782209.0,activities regular procedure,2010-11-15 10:47:28.000,560890.0,regular,1,procedure change,Random swap,,,
2782209.0,procedure change,2010-11-15 10:47:28.000,560890.0,regular,1,activities regular procedure,Random swap,,,
2782209.0,regular procedure applies,2010-11-15 10:53:09.000,560890.0,regular,0,,,,,
2782209.0,resume completeness subcases,2010-11-15 10:53:09.000,560890.0,regular,0,,,,,
2782209.0,send procedure confirmation,2010-11-15 10:53:09.000,560890.0,regular,0,,,,,
2782209.0,resume completeness subcases,2010-11-15 10:53:09.000,560890.0,regular,1,send procedure confirmation,Random swap,,,
2782209.0,send procedure confirmation,2010-11-15 10:53:09.000,560890.0,regular,1,resume completeness subcases,Random swap,,,
2782209.0,send letter in progress,2010-11-15 10:54:18.000,560890.0,regular,0,,,,,
2782209.0,request complete,2010-11-15 10:54:18.000,560890.0,regular,0,,,,,
2782209.0,phase application receptive,2010-11-15 10:54:19.000,560890.0,regular,0,,,,,
2782209.0,send letter in progress,2010-11-15 10:54:19.000,560890.0,regular,0,,,,,
2782209.0,phase application receptive,2010-11-15 10:54:19.000,560890.0,regular,1,phase application receptive,Random delete (for augmentation only),,,
2782209.0,WAW permit aspect,2010-11-15 10:54:26.000,560890.0,regular,0,,,,,
2782209.0,treat subcases content,2010-11-15 10:54:34.000,560890.0,regular,0,,,,,
2782209.0,completed subcases content,2010-11-15 10:54:39.000,560890.0,regular,0,,,,,
2782209.0,article 34  WABO applies,2010-11-15 10:55:18.000,560890.0,regular,0,,,,,
2782209.0,article 34  WABO applies,2010-11-15 10:55:18.000,560890.0,regular,1,article 34  WABO applies,Random delete (for augmentation only),,,
2782209.0,assessment of content completed,2010-11-15 10:56:17.000,560890.0,regular,0,,,,,
2782209.0,phase advice known,2010-11-15 10:56:18.000,560890.0,regular,0,,,,,
2782209.0,grounds for refusal,2010-11-15 10:56:23.000,560890.0,regular,0,,,,,
2782209.0,ask stakeholders views,2010-11-15 11:06:58.000,560890.0,regular,0,,,,,
2782209.0,suspension ground applicable,2010-11-15 11:07:03.000,560890.0,regular,0,,,,,
2782209.0,suspension ground applicable,2010-11-15 11:07:03.000,560890.0,regular,1,by law,Random swap,,,
2782209.0,by law,2010-11-15 11:07:07.000,560890.0,regular,0,,,,,
2782209.0,by law,2010-11-15 11:07:07.000,560890.0,regular,1,suspension ground applicable,Random swap,,,
2782209.0,creating environmental permit decision,2010-11-15 11:07:09.000,560890.0,regular,0,,,,,
2782209.0,decision date prior to decision,2010-11-15 11:20:39.000,560890.0,regular,0,,,,,
2782209.0,generating decision environmental permit,2010-11-15 11:20:39.000,560890.0,regular,0,,,,,
2782209.0,decision date prior to decision,2010-11-15 11:20:39.000,560890.0,regular,1,generating decision environmental permit,Random swap,,,
2782209.0,generating decision environmental permit,2010-11-15 11:20:39.000,560890.0,regular,1,decision date prior to decision,Random swap,,,
2782209.0,register date environmental permit decision,2010-11-15 23:00:00.000,560890.0,regular,0,,,,,
2782209.0,register objection and appeal periods,2010-11-16 09:58:25.000,560890.0,regular,0,,,,,
2782209.0,register objection and appeal periods,2010-11-16 09:58:25.000,560890.0,regular,1,register objection and appeal periods,Random delete (for augmentation only),,,
2782209.0,transcript decision environmental permit to stakeholders,2010-11-16 10:30:00.000,560890.0,regular,0,,,,,
2782209.0,generate publication document decision environmental permit,2010-11-16 10:38:31.000,560890.0,regular,0,,,,,
2782209.0,enter senddate procedure confirmation,2010-11-17 23:00:00.000,560890.0,regular,0,,,,,
2782209.0,subcases completeness completed,2010-11-17 23:00:00.000,560890.0,regular,0,,,,,
2782209.0,enter senddate decision environmental permit,2010-11-18 23:00:00.000,560890.0,regular,0,,,,,
2782209.0,enter senddate decision environmental permit,2010-11-18 23:00:00.000,560890.0,regular,1,enter date publication decision environmental permit,Random swap,,,
2782209.0,enter date publication decision environmental permit,2010-11-23 23:00:00.000,560890.0,regular,0,,,,,
2782209.0,enter date publication decision environmental permit,2010-11-23 23:00:00.000,560890.0,regular,1,enter senddate decision environmental permit,Random swap,,,
2783345.0,register submission date request,2010-10-06 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,enter senddate procedure confirmation,2010-10-10 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,enter senddate procedure confirmation,2010-10-10 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,registrer date of publishing received request,2010-10-10 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,subcases completeness completed,2010-10-10 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,subcases completeness completed,2010-10-10 22:00:00.000,2670601.0,deviant,1,subcases completeness completed,Random delete (for augmentation only),,,
2783345.0,enter senddate procedure confirmation,2010-10-18 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,subcases completeness completed,2010-10-18 22:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,enter senddate retrieve missing data,2010-11-16 23:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,enter senddate retrieve missing data,2010-11-16 23:00:00.000,2670601.0,deviant,1,enter receipt of additional data,Random swap,,,
2783345.0,enter receipt of additional data,2010-11-23 23:00:00.000,2670601.0,deviant,0,,,,,
2783345.0,enter receipt of additional data,2010-11-23 23:00:00.000,2670601.0,deviant,1,enter senddate retrieve missing data,Random swap,,,
2783345.0,phase application received,2010-12-01 09:27:11.000,2670601.0,deviant,0,,,,,
2783345.0,reception through OLO,2010-12-01 09:27:17.000,2670601.0,deviant,0,,,,,
2783345.0,send confirmation receipt,2010-12-01 09:27:17.000,2670601.0,deviant,0,,,,,
2783345.0,reception through OLO,2010-12-01 09:27:17.000,2670601.0,deviant,1,reception through OLO,Random delete (for augmentation only),,,
2783345.0,forward to the competent authority,2010-12-01 09:27:23.000,2670601.0,deviant,0,,,,,
2783345.0,regular procedure without MER,2010-12-01 09:27:30.000,2670601.0,deviant,0,,,,,
2783345.0,send procedure confirmation,2010-12-01 09:27:32.000,2670601.0,deviant,0,,,,,
2783345.0,extend procedure term,2010-12-01 09:27:48.000,2670601.0,deviant,0,,,,,
2783345.0,registrer date of publishing received request,2010-12-01 09:27:52.000,2670601.0,deviant,0,,,,,
2783345.0,registrer date of publishing received request,2010-12-01 09:27:52.000,2670601.0,deviant,1,treat subcases completeness,Random swap,,,
2783345.0,treat subcases completeness,2010-12-01 09:28:03.000,2670601.0,deviant,0,,,,,
2783345.0,treat subcases completeness,2010-12-01 09:28:03.000,2670601.0,deviant,1,registrer date of publishing received request,Random swap,,,
2783345.0,subcases completeness completed,2010-12-01 09:28:06.000,2670601.0,deviant,0,,,,,
2783345.0,WAW permit aspect,2010-12-01 09:28:14.000,2670601.0,deviant,0,,,,,
2783345.0,activities regular procedure,2010-12-01 09:28:21.000,2670601.0,deviant,0,,,,,
2783345.0,procedure change,2010-12-01 09:28:21.000,2670601.0,deviant,0,,,,,
2783345.0,regular procedure applies,2010-12-01 09:28:25.000,2670601.0,deviant,0,,,,,
2783345.0,resume completeness subcases,2010-12-01 09:28:25.000,2670601.0,deviant,0,,,,,
2783345.0,send procedure confirmation,2010-12-01 09:28:25.000,2670601.0,deviant,0,,,,,
2783345.0,request complete,2010-12-01 09:30:11.000,2670601.0,deviant,0,,,,,
2783345.0,send letter in progress,2010-12-01 09:30:11.000,2670601.0,deviant,0,,,,,
2783345.0,term for supplying missing data,2010-12-01 09:30:35.000,2670601.0,deviant,0,,,,,
2783345.0,retrieve missing data,2010-12-01 09:30:39.000,2670601.0,deviant,0,,,,,
2783345.0,receive additional information,2010-12-01 09:33:03.000,2670601.0,deviant,0,,,,,
2783345.0,receive additional information,2010-12-01 09:33:03.000,2670601.0,deviant,1,receive additional information,Random delete (for augmentation only),,,
2783345.0,MER present in supplement,2010-12-01 09:36:08.000,2670601.0,deviant,0,,,,,
2783345.0,WAW permit aspect,2010-12-01 09:36:21.000,2670601.0,deviant,0,,,,,
2783345.0,treat subcases completeness,2010-12-01 09:36:39.000,2670601.0,deviant,0,,,,,
2783345.0,subcases completeness completed,2010-12-01 09:36:43.000,2670601.0,deviant,0,,,,,
2783345.0,activities regular procedure,2010-12-01 09:36:55.000,2670601.0,deviant,0,,,,,
2783345.0,procedure change,2010-12-01 09:36:55.000,2670601.0,deviant,0,,,,,
2783345.0,procedure change,2010-12-01 09:36:55.000,2670601.0,deviant,1,procedure change,Random delete (for augmentation only),,,
2783345.0,regular procedure applies,2010-12-01 09:37:01.000,2670601.0,deviant,0,,,,,
2783345.0,resume completeness subcases,2010-12-01 09:37:01.000,2670601.0,deviant,0,,,,,
2783345.0,send procedure confirmation,2010-12-01 09:37:01.000,2670601.0,deviant,0,,,,,
2783345.0,phase application receptive,2010-12-01 09:37:29.000,2670601.0,deviant,0,,,,,
2783345.0,request complete,2010-12-01 09:37:29.000,2670601.0,deviant,0,,,,,
2783345.0,send letter in progress,2010-12-01 09:37:29.000,2670601.0,deviant,0,,,,,
2783345.0,send letter in progress,2010-12-01 09:37:29.000,2670601.0,deviant,0,,,,,
2783345.0,request complete,2010-12-01 09:37:29.000,2670601.0,deviant,1,request complete,Random delete (for augmentation only),,,
2783345.0,WAW permit aspect,2010-12-01 09:37:35.000,2670601.0,deviant,0,,,,,
2783345.0,WAW permit aspect,2010-12-01 09:37:35.000,2670601.0,deviant,1,WAW permit aspect,Random delete (for augmentation only),,,
2783345.0,treat subcases content,2010-12-01 09:37:45.000,2670601.0,deviant,0,,,,,
2783345.0,completed subcases content,2010-12-01 09:37:49.000,2670601.0,deviant,0,,,,,
2783345.0,article 34  WABO applies,2010-12-01 09:37:57.000,2670601.0,deviant,0,,,,,
2783345.0,phase advice known,2010-12-01 09:38:00.000,2670601.0,deviant,0,,,,,
2783345.0,assessment of content completed,2010-12-01 09:38:00.000,2670601.0,deviant,0,,,,,
2783345.0,grounds for refusal,2010-12-01 09:38:04.000,2670601.0,deviant,0,,,,,
2783345.0,terminate on request,2010-12-01 09:38:28.000,2670601.0,deviant,0,,,,,
2783345.0,terminate on request,2010-12-01 09:38:28.000,2670601.0,deviant,1,applicant is stakeholder,Random swap,,,
2783345.0,applicant is stakeholder,2010-12-01 09:38:34.000,2670601.0,deviant,0,,,,,
2783345.0,inform BAG administrator,2010-12-01 09:38:34.000,2670601.0,deviant,0,,,,,
2783345.0,applicant is stakeholder,2010-12-01 09:38:34.000,2670601.0,deviant,1,terminate on request,Random swap,,,
2783345.0,inform BAG administrator,2010-12-01 09:38:34.000,2670601.0,deviant,1,inform BAG administrator,Random delete (for augmentation only),,,
2783345.0,ask stakeholders views,2010-12-01 09:38:59.000,2670601.0,deviant,0,,,,,
2783345.0,suspension ground applicable,2010-12-01 09:39:05.000,2670601.0,deviant,0,,,,,
2783345.0,suspension ground applicable,2010-12-01 09:39:05.000,2670601.0,deviant,1,creating environmental permit decision,Random swap,,,
2783345.0,creating environmental permit decision,2010-12-01 09:39:10.000,2670601.0,deviant,0,,,,,
2783345.0,by law,2010-12-01 09:39:10.000,2670601.0,deviant,0,,,,,
2783345.0,creating environmental permit decision,2010-12-01 09:39:10.000,2670601.0,deviant,1,by law,Random swap,,,
2783345.0,by law,2010-12-01 09:39:10.000,2670601.0,deviant,1,creating environmental permit decision,Random swap,,,
2783345.0,creating environmental permit decision,2010-12-01 09:39:10.000,2670601.0,deviant,1,suspension ground applicable,Random swap,,,
2783345.0,enter senddate decision environmental permit,2010-12-05 23:00:00.000,560890.0,deviant,0,,,,,
2783345.0,register date environmental permit decision,2010-12-05 23:00:00.000,560890.0,deviant,0,,,,,
2783345.0,decision date prior to decision,2010-12-06 11:19:25.000,560890.0,deviant,0,,,,,
2783345.0,generating decision environmental permit,2010-12-06 11:19:25.000,560890.0,deviant,0,,,,,
2783345.0,register objection and appeal periods,2010-12-06 11:19:37.000,560890.0,deviant,0,,,,,
2783345.0,transcript decision environmental permit to stakeholders,2010-12-06 11:30:23.000,560890.0,deviant,0,,,,,
2783345.0,generate publication document decision environmental permit,2010-12-06 11:30:41.000,560890.0,deviant,0,,,,,
2783345.0,enter date publication decision environmental permit,2010-12-14 23:00:00.000,560890.0,deviant,0,,,,,
2794023.0,register submission date request,2010-10-11 22:00:00.000,560872.0,regular,0,,,,,
2794023.0,register submission date request,2010-10-11 22:00:00.000,560872.0,regular,1,register submission date request,Random delete (for augmentation only),,,
2794023.0,phase application received,2010-10-14 11:42:23.000,560872.0,regular,0,,,,,
2794023.0,reception through OLO,2010-10-14 11:43:34.000,560872.0,regular,0,,,,,
2794023.0,send confirmation receipt,2010-10-14 11:43:34.000,560872.0,regular,0,,,,,
2794023.0,forward to the competent authority,2010-10-14 11:43:39.000,560872.0,regular,0,,,,,
2794023.0,regular procedure without MER,2010-10-14 11:43:49.000,560872.0,regular,0,,,,,
2794023.0,regular procedure without MER,2010-10-14 11:43:49.000,560872.0,regular,1,enter senddate procedure confirmation,Random swap,,,
2794023.0,enter senddate procedure confirmation,2010-10-14 22:00:00.000,560872.0,regular,0,,,,,
2794023.0,enter senddate procedure confirmation,2010-10-14 22:00:00.000,560872.0,regular,1,regular procedure without MER,Random swap,,,
2794023.0,send procedure confirmation,2010-10-15 10:53:09.000,560872.0,regular,0,,,,,
2794023.0,registrer date of publishing received request,2010-10-15 10:54:46.000,560872.0,regular,0,,,,,
2794023.0,WAW permit aspect,2010-10-15 10:55:28.000,560872.0,regular,0,,,,,
2794023.0,applicant is stakeholder,2010-10-15 10:55:41.000,560872.0,regular,0,,,,,
2794023.0,inform BAG administrator,2010-10-15 10:55:41.000,560872.0,regular,0,,,,,
2794023.0,inform BAG administrator,2010-10-15 10:55:41.000,560872.0,regular,1,registrer date of publishing received request,Random swap,,,
2794023.0,registrer date of publishing received request,2010-10-26 22:00:00.000,560872.0,regular,0,,,,,
2794023.0,registrer date of publishing received request,2010-10-26 22:00:00.000,560872.0,regular,1,inform BAG administrator,Random swap,,,
2794023.0,enter date decision procedure term extension,2010-11-28 23:00:00.000,560890.0,regular,0,,,,,
2794023.0,extend procedure term,2010-11-29 11:31:49.000,560890.0,regular,0,,,,,
2794023.0,creating decision procedure term extension,2010-11-29 11:31:51.000,560890.0,regular,0,,,,,
2794023.0,register number of days extension period,2010-11-29 11:33:14.000,560890.0,regular,0,,,,,
2794023.0,decision procedure term extension,2010-11-29 11:33:20.000,560890.0,regular,0,,,,,
2794023.0,decision procedure term extension,2010-11-29 11:33:20.000,560890.0,regular,1,enter objectionterm,Random swap,,,
2794023.0,enter objectionterm,2010-11-29 11:55:44.000,560890.0,regular,0,,,,,
2794023.0,enter objectionterm,2010-11-29 11:55:44.000,560890.0,regular,1,decision procedure term extension,Random swap,,,
2794023.0,copy decision to extend procedure to stakeholders,2010-11-29 11:55:51.000,560890.0,regular,0,,,,,
2794023.0,enter senddate decision procedure term extension,2010-11-29 23:00:00.000,560890.0,regular,0,,,,,
2794023.0,enter date termination request received,2010-12-06 23:00:00.000,560890.0,regular,0,,,,,
2794023.0,enter senddate confirmation request,2010-12-06 23:00:00.000,560890.0,regular,0,,,,,
2794023.0,enter senddate request termination,2010-12-06 23:00:00.000,560890.0,regular,0,,,,,
2794023.0,register date decision terminate on request,2010-12-06 23:00:00.000,560890.0,regular,0,,,,,
2794023.0,register date decision terminate on request,2010-12-06 23:00:00.000,560890.0,regular,1,terminate on request,Random swap,,,
2794023.0,terminate on request,2010-12-07 10:21:50.000,560890.0,regular,0,,,,,
2794023.0,terminate on request,2010-12-07 10:21:50.000,560890.0,regular,1,register date decision terminate on request,Random swap,,,
2794023.0,create decision terminate on request,2010-12-07 10:22:14.000,560890.0,regular,0,,,,,
2794023.0,message terminate request,2010-12-07 10:22:14.000,560890.0,regular,0,,,,,
2794023.0,decision terminate on request,2010-12-07 10:22:30.000,560890.0,regular,0,,,,,
2794023.0,decision terminate on request,2010-12-07 10:22:30.000,560890.0,regular,1,decision terminate on request,Random delete (for augmentation only),,,
2794023.0,cancel BAG objects research,2010-12-07 10:30:08.000,560890.0,regular,0,,,,,
2794023.0,phase procedure aborted,2010-12-07 10:30:08.000,560890.0,regular,0,,,,,
2794023.0,stop process after terminate on request,2010-12-07 10:30:08.000,560890.0,regular,0,,,,,
2797217.0,enter senddate acknowledgement,2010-10-11 22:00:00.000,560872.0,regular,0,,,,,
2797217.0,register submission date request,2010-10-11 22:00:00.000,560872.0,regular,0,,,,,
2797217.0,enter senddate procedure confirmation,2010-10-14 22:00:00.000,560872.0,regular,0,,,,,
2797217.0,enter senddate procedure confirmation,2010-10-14 22:00:00.000,560872.0,regular,0,,,,,
2797217.0,subcases completeness completed,2010-10-14 22:00:00.000,560872.0,regular,0,,,,,
2797217.0,phase application received,2010-10-15 08:21:40.000,560872.0,regular,0,,,,,
2797217.0,reception through OLO,2010-10-15 08:21:48.000,560872.0,regular,0,,,,,
2797217.0,send confirmation receipt,2010-10-15 08:21:48.000,560872.0,regular,0,,,,,
2797217.0,send confirmation receipt,2010-10-15 08:22:07.000,560872.0,regular,0,,,,,
2797217.0,forward to the competent authority,2010-10-15 08:23:54.000,560872.0,regular,0,,,,,
