Case,Activity,Timestamp,Resource,Injection,Aug,semantic_reason,augmented_activity,prompt,resource
25.0,Make decision,2025-05-30 15:15:30,,,1,The bank has received all necessary information and it's,Make decision,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=25.0).
The following events have occurred so far:
at 2025-05-30 05:45:42, 'EVENT 13 END' occurred.
at 2025-05-30 15:15:30, 'Check for completeness' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
25.0,New online application received,2025-05-30 15:15:30,,,0,,,,
25.0,Perform checks,NaT,Clerk-000005,,0,,,,
25.0,Make decision,NaT,Manager-000006,,0,,,,
25.0,Notify accept,NaT,Manager-000001,,0,,,,
25.0,Deliver card,NaT,Manager-000002,,0,,,,
26.0,Make decision,2025-05-30 00:23:30,Manager-000004,,0,,,,
26.0,Request info,2025-05-30 04:34:06,Manager-000003,,0,,,,
26.0,info received,2025-05-30 04:42:42,,,0,,,,
26.0,Check for completeness,2025-05-30 04:52:42,Clerk-000006,,0,,,,
26.0,notify reject,2025-05-30 07:29:48,Manager-000003,,0,,,,
26.0,time out,2025-05-30 10:28:36,,,0,,,,
26.0,EVENT 13 END,2025-05-30 10:38:36,,,0,,,,
26.0,Request info,2025-05-30 13:27:54,Manager-000006,,0,,,,
26.0,Perform checks,2025-05-30 15:22:54,,,1,"The last activity was 'Make decision', which",Perform checks,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=26.0).
The following events have occurred so far:
at 2025-05-30 00:23:30, 'Make decision' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
26.0,review request received,2025-05-30 17:17:54,,,0,,,,
26.0,Check for completeness,2025-05-30 17:27:54,Clerk-000004,,0,,,,
26.0,Request info,2025-05-30 18:16:06,Manager-000006,,0,,,,
26.0,info received,2025-05-30 21:03:36,,,0,,,,
26.0,Check for completeness,2025-05-30 21:13:36,Clerk-000003,,0,,,,
26.0,Check for completeness,NaT,Clerk-000003,,0,,,,
26.0,Request info,NaT,,,1,"The customer may have provided incomplete information, and the bank needs to request more information to make a",Request info,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=26.0).
The following events have occurred so far:
at 2025-05-30 00:23:30, 'Make decision' occurred.
at 2025-05-30 04:34:06, 'Request info' occurred.
at 2025-05-30 04:42:42, 'info received' occurred.
at 2025-05-30 04:52:42, 'Check for completeness' occurred.
at 2025-05-30 07:29:48, 'notify reject' occurred.
at 2025-05-30 10:28:36, 'time out' occurred.
at 2025-05-30 10:38:36, 'EVENT 13 END' occurred.
at 2025-05-30 13:27:54, 'Request info' occurred.
at 2025-05-30 17:17:54, 'review request received' occurred.
at 2025-05-30 17:27:54, 'Check for completeness' occurred.
at 2025-05-30 18:16:06, 'Request info' occurred.
at 2025-05-30 21:03:36, 'info received' occurred.
at 2025-05-30 21:13:36, 'Check for completeness' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'New online application received' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
26.0,New online application received,NaT,,,0,,,,
26.0,Perform checks,NaT,Clerk-000004,,0,,,,
26.0,info received,NaT,,,0,,,,
26.0,Check for completeness,NaT,Clerk-000006,,0,,,,
26.0,Request info,NaT,Manager-000005,,0,,,,
26.0,Request info,NaT,Manager-000005,,0,,,,
26.0,info received,NaT,,,0,,,,
26.0,Check for completeness,NaT,Clerk-000002,,0,,,,
26.0,Make decision,NaT,Manager-000005,,0,,,,
26.0,notify reject,NaT,Manager-000004,,0,,,,
26.0,Perform checks,NaT,Clerk-000001,,0,,,,
26.0,info received,NaT,,,0,,,,
26.0,Check for completeness,NaT,Clerk-000004,,0,,,,
39.0,Notify accept,2025-05-30 18:53:30,Manager-000001,,0,,,,
39.0,Check for completeness,NaT,Clerk-000004,,0,,,,
39.0,New online application received,NaT,,,0,,,,
39.0,Request info,NaT,Manager-000002,,0,,,,
39.0,Deliver card,NaT,Manager-000004,,0,,,,
39.0,info received,NaT,,,0,,,,
39.0,Check for completeness,NaT,Clerk-000006,,0,,,,
39.0,Check for completeness,NaT,,,1,The previous event was 'New online application,Check for completeness,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=39.0).
The following events have occurred so far:
at 2025-05-30 18:53:30, 'Notify accept' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'New online application received' occurred.
at NaT, 'Request info' occurred.
at NaT, 'Deliver card' occurred.
at NaT, 'info received' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
39.0,EVENT 13 END,NaT,,,0,,,,
39.0,Perform checks,NaT,Clerk-000001,,0,,,,
39.0,Make decision,NaT,Manager-000006,,0,,,,
41.0,info received,2025-05-30 11:34:42,,,0,,,,
41.0,Check for completeness,2025-05-30 11:44:42,Clerk-000006,,0,,,,
41.0,Perform checks,2025-05-30 13:41:48,Clerk-000001,,0,,,,
41.0,Make decision,2025-05-30 15:28:12,Manager-000001,,0,,,,
41.0,Check for completeness,NaT,,,1,"The previous activity was 'Make decision', but 'Check for",Check for completeness,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=41.0).
The following events have occurred so far:
at 2025-05-30 11:34:42, 'info received' occurred.
at 2025-05-30 11:44:42, 'Check for completeness' occurred.
at 2025-05-30 13:41:48, 'Perform checks' occurred.
at 2025-05-30 15:28:12, 'Make decision' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'New online application received' occurred.
at NaT, 'Request info' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
41.0,Check for completeness,NaT,Clerk-000003,,0,,,,
41.0,New online application received,NaT,,,0,,,,
41.0,Request info,NaT,Manager-000002,,0,,,,
41.0,info received,NaT,,,0,,,,
41.0,Check for completeness,NaT,Clerk-000004,,0,,,,
41.0,Request info,NaT,Manager-000006,,0,,,,
41.0,Notify accept,NaT,Manager-000004,,0,,,,
41.0,Deliver card,NaT,Manager-000005,,0,,,,
41.0,EVENT 13 END,NaT,,,0,,,,
45.0,EVENT 13 END,2025-05-30 13:55:36,,,0,,,,
45.0,Check for completeness,2025-05-30 18:12:12,Clerk-000002,,0,,,,
45.0,Perform checks,2025-05-30 18:12:12,,,1,The last activity was 'New online application received,Perform checks,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=45.0).
The following events have occurred so far:
at 2025-05-30 13:55:36, 'EVENT 13 END' occurred.
at 2025-05-30 18:12:12, 'Check for completeness' occurred.
at 2025-05-30 18:12:12, 'New online application received' occurred.
at 2025-05-30 21:51:30, 'Perform checks' occurred.
at NaT, 'Perform checks' occurred.
at NaT, 'Make decision' occurred.
at NaT, 'Make decision' occurred.
at NaT, 'notify reject' occurred.
at NaT, 'review request received' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'Notify accept' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
45.0,New online application received,2025-05-30 18:12:12,,,0,,,,
45.0,Perform checks,2025-05-30 21:51:30,Clerk-000003,,0,,,,
45.0,Perform checks,NaT,Clerk-000005,,0,,,,
45.0,Make decision,NaT,Manager-000005,,0,,,,
45.0,Make decision,NaT,Manager-000003,,0,,,,
45.0,notify reject,NaT,Manager-000006,,0,,,,
45.0,review request received,NaT,,,0,,,,
45.0,Check for completeness,NaT,Clerk-000005,,0,,,,
45.0,Notify accept,NaT,Manager-000003,,0,,,,
45.0,Request info,NaT,Manager-000004,,0,,,,
45.0,Deliver card,NaT,Manager-000002,,0,,,,
45.0,info received,NaT,,,0,,,,
45.0,Check for completeness,NaT,Clerk-000002,,0,,,,
53.0,notify reject,2025-05-30 02:04:00,Manager-000002,,0,,,,
53.0,time out,2025-05-30 04:49:54,,,0,,,,
53.0,EVENT 13 END,2025-05-30 04:59:54,,,0,,,,
53.0,Check for completeness,NaT,Clerk-000005,,0,,,,
53.0,Make decision,NaT,,,1,The bank has,Make decision,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=53.0).
The following events have occurred so far:
at 2025-05-30 02:04:00, 'notify reject' occurred.
at 2025-05-30 04:49:54, 'time out' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
53.0,New online application received,NaT,,,0,,,,
53.0,Perform checks,NaT,Clerk-000002,,0,,,,
53.0,Make decision,NaT,Manager-000006,,0,,,,
54.0,Notify accept,2025-05-30 02:06:30,Manager-000002,,0,,,,
54.0,Deliver card,2025-05-30 05:44:24,Manager-000006,,0,,,,
54.0,EVENT 13 END,2025-05-30 06:41:06,,,0,,,,
54.0,Perform checks,NaT,Clerk-000002,,0,,,,
54.0,Check for completeness,NaT,Clerk-000003,,0,,,,
54.0,Make decision,NaT,,,1,The customer has already received the card and completed the initial application process. The next most,Make decision,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=54.0).
The following events have occurred so far:
at 2025-05-30 02:06:30, 'Notify accept' occurred.
at 2025-05-30 05:44:24, 'Deliver card' occurred.
at 2025-05-30 06:41:06, 'EVENT 13 END' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
54.0,New online application received,NaT,,,0,,,,
54.0,Request info,NaT,Manager-000001,,0,,,,
54.0,info received,NaT,,,0,,,,
54.0,Check for completeness,NaT,Clerk-000003,,0,,,,
54.0,Make decision,NaT,Manager-000005,,0,,,,
58.0,Request info,2025-05-30 07:32:18,Manager-000005,,0,,,,
58.0,Make decision,2025-05-30 08:37:48,Manager-000005,,0,,,,
58.0,Check for completeness,2025-05-30 09:22:42,Clerk-000001,,0,,,,
58.0,New online application received,2025-05-30 09:22:42,,,1,"The last event was 'Request info', and the next logical step in",New online application received,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=58.0).
The following events have occurred so far:
at 2025-05-30 07:32:18, 'Request info' occurred.
at 2025-05-30 08:37:48, 'Make decision' occurred.
at 2025-05-30 09:22:42, 'Check for completeness' occurred.
at 2025-05-30 09:22:42, 'New online application received' occurred.
at 2025-05-30 10:28:36, 'info received' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
58.0,New online application received,2025-05-30 09:22:42,,,0,,,,
58.0,info received,2025-05-30 10:28:36,,,0,,,,
58.0,Check for completeness,2025-05-30 10:38:36,Clerk-000001,,0,,,,
58.0,Request info,2025-05-30 12:11:12,Manager-000001,,0,,,,
58.0,Notify accept,2025-05-30 13:21:42,Manager-000002,,0,,,,
58.0,Deliver card,2025-05-30 15:19:24,Manager-000006,,0,,,,
58.0,info received,2025-05-30 16:03:12,,,0,,,,
58.0,Check for completeness,2025-05-30 16:13:06,Clerk-000006,,0,,,,
58.0,EVENT 13 END,NaT,,,0,,,,
58.0,Request info,NaT,Manager-000002,,0,,,,
58.0,info received,NaT,,,0,,,,
58.0,Check for completeness,NaT,Clerk-000004,,0,,,,
58.0,Request info,NaT,Manager-000003,,0,,,,
58.0,info received,NaT,,,0,,,,
58.0,Check for completeness,NaT,Clerk-000002,,0,,,,
58.0,Perform checks,NaT,Clerk-000001,,0,,,,
60.0,Deliver card,2025-05-30 10:13:42,Manager-000004,,0,,,,
60.0,Request info,2025-05-30 21:41:12,Manager-000002,,0,,,,
60.0,EVENT 13 END,NaT,,,0,,,,
60.0,info received,NaT,,,0,,,,
60.0,Check for completeness,NaT,Clerk-000001,,0,,,,
60.0,Perform checks,NaT,Clerk-000003,,0,,,,
60.0,Request info,NaT,,,1,"The customer may have requested more information to complete their application, and the bank needs to provide this information",Request info,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=60.0).
The following events have occurred so far:
at 2025-05-30 10:13:42, 'Deliver card' occurred.
at 2025-05-30 21:41:12, 'Request info' occurred.
at NaT, 'EVENT 13 END' occurred.
at NaT, 'info received' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'Perform checks' occurred.
at NaT, 'Make decision' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'New online application received' occurred.
at NaT, 'Notify accept' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
60.0,Make decision,NaT,Manager-000001,,0,,,,
60.0,Check for completeness,NaT,Clerk-000003,,0,,,,
60.0,New online application received,NaT,,,0,,,,
60.0,Notify accept,NaT,Manager-000006,,0,,,,
60.0,Request info,NaT,Manager-000004,,0,,,,
60.0,info received,NaT,,,0,,,,
60.0,Check for completeness,NaT,Clerk-000004,,0,,,,
61.0,Perform checks,2025-05-30 11:10:48,Clerk-000002,,0,,,,
61.0,Make decision,2025-05-30 17:28:06,Manager-000003,,0,,,,
61.0,Notify accept,NaT,Manager-000005,,0,,,,
61.0,Check for completeness,NaT,Clerk-000005,,0,,,,
61.0,Request info,NaT,,,1,The last activity was 'Make decision,Request info,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=61.0).
The following events have occurred so far:
at 2025-05-30 11:10:48, 'Perform checks' occurred.
at 2025-05-30 17:28:06, 'Make decision' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
61.0,New online application received,NaT,,,0,,,,
61.0,Deliver card,NaT,Manager-000003,,0,,,,
61.0,EVENT 13 END,NaT,,,0,,,,
64.0,Check for completeness,NaT,Clerk-000002,,0,,,,
64.0,New online application received,NaT,,,0,,,,
64.0,Perform checks,NaT,Clerk-000005,,0,,,,
64.0,Notify accept,NaT,,,1,The customer has likely been approved for credit and the next step would be to notify them of the acceptance.,Notify accept,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=64.0).
The following events have occurred so far:
at NaT, 'Check for completeness' occurred.
at NaT, 'New online application received' occurred.
at NaT, 'Perform checks' occurred.
at NaT, 'Make decision' occurred.
at NaT, 'notify reject' occurred.
at NaT, 'time out' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
64.0,Make decision,NaT,Manager-000002,,0,,,,
64.0,notify reject,NaT,Manager-000003,,0,,,,
64.0,time out,NaT,,,0,,,,
64.0,EVENT 13 END,NaT,,,0,,,,
68.0,Check for completeness,2025-05-30 09:00:24,Clerk-000003,,0,,,,
68.0,Deliver card,2025-05-30 09:00:24,,,1,The 'Deliver card' event is the next logical step after ',Deliver card,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=68.0).
The following events have occurred so far:
at 2025-05-30 09:00:24, 'Check for completeness' occurred.
at 2025-05-30 09:00:24, 'New online application received' occurred.
at 2025-05-30 12:03:54, 'Make decision' occurred.
at 2025-05-30 14:13:24, 'Perform checks' occurred.
at 2025-05-30 16:06:06, 'Notify accept' occurred.
at NaT, 'Make decision' occurred.
at NaT, 'Deliver card' occurred.
at NaT, 'notify reject' occurred.
at NaT, 'EVENT 13 END' occurred.
at NaT, 'review request received' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
68.0,New online application received,2025-05-30 09:00:24,,,0,,,,
68.0,Make decision,2025-05-30 12:03:54,Manager-000002,,0,,,,
68.0,Perform checks,2025-05-30 14:13:24,Clerk-000001,,0,,,,
68.0,Notify accept,2025-05-30 16:06:06,Manager-000003,,0,,,,
68.0,Make decision,NaT,Manager-000006,,0,,,,
68.0,Deliver card,NaT,Manager-000004,,0,,,,
68.0,notify reject,NaT,Manager-000005,,0,,,,
68.0,EVENT 13 END,NaT,,,0,,,,
68.0,review request received,NaT,,,0,,,,
68.0,Check for completeness,NaT,Clerk-000006,,0,,,,
68.0,Perform checks,NaT,Clerk-000002,,0,,,,
73.0,info received,2025-05-30 04:14:42,,,0,,,,
73.0,Check for completeness,2025-05-30 04:24:42,Clerk-000002,,0,,,,
73.0,info received,2025-05-30 09:10:00,,,0,,,,
73.0,Check for completeness,2025-05-30 09:20:00,Clerk-000004,,0,,,,
73.0,Perform checks,2025-05-30 09:25:54,Clerk-000005,,0,,,,
73.0,Make decision,2025-05-30 12:05:18,Manager-000001,,0,,,,
73.0,New online application received,2025-05-30 15:55:51,,,1,"The previous activity was 'review request received', and the next logical step",New online application received,"Context:
A This dataset records the sequence of activities for each customer using the bank’s credit service, including financial transactions and account management events. (case_id=73.0).
The following events have occurred so far:
at 2025-05-30 04:14:42, 'info received' occurred.
at 2025-05-30 04:24:42, 'Check for completeness' occurred.
at 2025-05-30 09:10:00, 'info received' occurred.
at 2025-05-30 09:20:00, 'Check for completeness' occurred.
at 2025-05-30 09:25:54, 'Perform checks' occurred.
at 2025-05-30 12:05:18, 'Make decision' occurred.
at 2025-05-30 19:46:24, 'notify reject' occurred.
at 2025-05-30 23:09:24, 'review request received' occurred.
at 2025-05-30 23:19:24, 'Check for completeness' occurred.
at NaT, 'Perform checks' occurred.
at NaT, 'Check for completeness' occurred.
at NaT, 'New online application received' occurred.

Please predict the next most likely activity from the following candidates only:
[Check for completeness, Deliver card, EVENT 13 END, Make decision, New online application received, Notify accept, Perform checks, Request info, info received, notify reject, review request received, time out]

For your answer, output the next activity and provide a short reason for your choice.
Format:
Activity: <one of candidates>
Reason: <short reason>",
73.0,notify reject,2025-05-30 19:46:24,Manager-000005,,0,,,,
73.0,review request received,2025-05-30 23:09:24,,,0,,,,
73.0,Check for completeness,2025-05-30 23:19:24,Clerk-000003,,0,,,,
73.0,Perform checks,NaT,Clerk-000005,,0,,,,
73.0,Check for completeness,NaT,Clerk-000003,,0,,,,
73.0,New online application received,NaT,,,0,,,,
73.0,Make decision,NaT,Manager-000003,,0,,,,
73.0,notify reject,NaT,Manager-000006,,0,,,,
73.0,Request info,NaT,Manager-000002,,0,,,,
73.0,Request info,NaT,Manager-000005,,0,,,,
